id,timestamp,sensor_value,status
80,2025-01-01 01:19:00,52.68,error
81,2025-01-01 01:20:00,32.93,warning
82,2025-01-01 01:21:00,15.46,ok
83,2025-01-01 01:22:00,66.16,warning
84,2025-01-01 01:23:00,51.36,warning
85,2025-01-01 01:24:00,50.22,ok
86,2025-01-01 01:25:00,94.18,ok
87,2025-01-01 01:26:00,37.16,ok
88,2025-01-01 01:27:00,69.25,error
89,2025-01-01 01:28:00,60.09,warning
90,2025-01-01 01:29:00,32.68,ok
91,2025-01-01 01:30:00,71.11,error
92,2025-01-01 01:31:00,38.8,error
93,2025-01-01 01:32:00,26.06,error
94,2025-01-01 01:33:00,91.04,ok
95,2025-01-01 01:34:00,70.68,warning
96,2025-01-01 01:35:00,99.06,ok
97,2025-01-01 01:36:00,12.43,error
98,2025-01-01 01:37:00,17.64,error
99,2025-01-01 01:38:00,97.57,error
100,2025-01-01 01:39:00,53.78,ok
101,2025-01-01 01:40:00,61.94,ok
102,2025-01-01 01:41:00,87.58,warning
103,2025-01-01 01:42:00,72.95,ok
104,2025-01-01 01:43:00,60.46,warning
105,2025-01-01 01:44:00,47.08,warning
106,2025-01-01 01:45:00,82.18,ok
107,2025-01-01 01:46:00,55.8,error
108,2025-01-01 01:47:00,30.72,warning
109,2025-01-01 01:48:00,12.93,error
110,2025-01-01 01:49:00,41.93,ok
111,2025-01-01 01:50:00,30.12,ok
112,2025-01-01 01:51:00,36.83,ok
113,2025-01-01 01:52:00,75.4,ok
114,2025-01-01 01:53:00,79.86,ok
115,2025-01-01 01:54:00,45.93,ok
116,2025-01-01 01:55:00,68.14,ok
117,2025-01-01 01:56:00,92.47,ok
118,2025-01-01 01:57:00,53.8,error
119,2025-01-01 01:58:00,13.02,ok
120,2025-01-01 01:59:00,56.67,error
121,2025-01-01 02:00:00,53.28,ok
122,2025-01-01 02:01:00,82.67,ok
123,2025-01-01 02:02:00,56.09,ok
124,2025-01-01 02:03:00,33.46,error
125,2025-01-01 02:04:00,66.55,ok
126,2025-01-01 02:05:00,34.51,error
127,2025-01-01 02:06:00,41.24,warning
128,2025-01-01 02:07:00,68.99,ok
129,2025-01-01 02:08:00,38.41,error
130,2025-01-01 02:09:00,62.2,warning
131,2025-01-01 02:10:00,63.02,error
132,2025-01-01 02:11:00,61.65,error
133,2025-01-01 02:12:00,44.44,error
134,2025-01-01 02:13:00,83.17,ok
135,2025-01-01 02:14:00,51.83,ok
136,2025-01-01 02:15:00,47.34,ok
137,2025-01-01 02:16:00,69.24,ok
138,2025-01-01 02:17:00,40.57,warning
139,2025-01-01 02:18:00,71.55,error
140,2025-01-01 02:19:00,69.16,error
141,2025-01-01 02:20:00,38.5,error
142,2025-01-01 02:21:00,68.27,warning
143,2025-01-01 02:22:00,27.85,ok
144,2025-01-01 02:23:00,43.6,error
145,2025-01-01 02:24:00,94.67,warning
146,2025-01-01 02:25:00,86.23,error
147,2025-01-01 02:26:00,41.7,ok
148,2025-01-01 02:27:00,19.29,error
149,2025-01-01 02:28:00,47.27,warning
150,2025-01-01 02:29:00,90.75,warning
151,2025-01-01 02:30:00,88.15,error
152,2025-01-01 02:31:00,98.38,warning
153,2025-01-01 02:32:00,13.71,warning
154,2025-01-01 02:33:00,63.65,ok
155,2025-01-01 02:34:00,11.71,warning
156,2025-01-01 02:35:00,31.26,warning
157,2025-01-01 02:36:00,80.77,error
158,2025-01-01 02:37:00,22.85,error
159,2025-01-01 02:38:00,47.48,error
160,2025-01-01 02:39:00,33.58,ok
161,2025-01-01 02:40:00,44.72,ok
162,2025-01-01 02:41:00,83.52,error
163,2025-01-01 02:42:00,25.2,warning
164,2025-01-01 02:43:00,20.51,warning
165,2025-01-01 02:44:00,42.36,error
166,2025-01-01 02:45:00,98.6,ok
167,2025-01-01 02:46:00,55.83,ok
168,2025-01-01 02:47:00,94.34,ok
169,2025-01-01 02:48:00,99.25,warning
170,2025-01-01 02:49:00,89.19,ok
171,2025-01-01 02:50:00,68.05,ok
172,2025-01-01 02:51:00,68.41,warning
173,2025-01-01 02:52:00,50.8,warning
174,2025-01-01 02:53:00,17.85,error
175,2025-01-01 02:54:00,35.43,warning
176,2025-01-01 02:55:00,17.29,warning
177,2025-01-01 02:56:00,30.59,error
178,2025-01-01 02:57:00,39.11,error
179,2025-01-01 02:58:00,90.72,warning
180,2025-01-01 02:59:00,67.53,error
181,2025-01-01 03:00:00,91.49,warning
182,2025-01-01 03:01:00,83.07,ok
183,2025-01-01 03:02:00,39.48,error
184,2025-01-01 03:03:00,62.73,ok
185,2025-01-01 03:04:00,99.97,error
186,2025-01-01 03:05:00,82.12,warning
187,2025-01-01 03:06:00,91.68,error
188,2025-01-01 03:07:00,49.11,ok
189,2025-01-01 03:08:00,80.78,error
190,2025-01-01 03:09:00,43.24,error
191,2025-01-01 03:10:00,52.29,error
192,2025-01-01 03:11:00,97.16,error
193,2025-01-01 03:12:00,39.38,error
194,2025-01-01 03:13:00,59.52,ok
195,2025-01-01 03:14:00,96.21,warning
196,2025-01-01 03:15:00,66.58,ok
197,2025-01-01 03:16:00,75.36,warning
198,2025-01-01 03:17:00,85.89,warning
199,2025-01-01 03:18:00,57.38,ok
200,2025-01-01 03:19:00,71.8,error
201,2025-01-01 03:20:00,75.9,error
202,2025-01-01 03:21:00,76.43,ok
203,2025-01-01 03:22:00,18.96,ok
204,2025-01-01 03:23:00,44.15,warning
205,2025-01-01 03:24:00,48.51,error
206,2025-01-01 03:25:00,77.62,error
207,2025-01-01 03:26:00,99.15,warning
208,2025-01-01 03:27:00,90.63,ok
209,2025-01-01 03:28:00,87.26,warning
210,2025-01-01 03:29:00,90.38,error
211,2025-01-01 03:30:00,48.73,warning
212,2025-01-01 03:31:00,55.28,ok
213,2025-01-01 03:32:00,30.37,ok
214,2025-01-01 03:33:00,46.37,error
215,2025-01-01 03:34:00,61.35,warning
216,2025-01-01 03:35:00,65.65,error
217,2025-01-01 03:36:00,61.68,warning
218,2025-01-01 03:37:00,19.13,ok
219,2025-01-01 03:38:00,26.87,error
220,2025-01-01 03:39:00,14.0,error
221,2025-01-01 03:40:00,86.33,error
222,2025-01-01 03:41:00,60.97,warning
223,2025-01-01 03:42:00,27.06,warning
224,2025-01-01 03:43:00,40.15,warning
225,2025-01-01 03:44:00,48.59,warning
226,2025-01-01 03:45:00,84.78,warning
227,2025-01-01 03:46:00,45.38,error
228,2025-01-01 03:47:00,80.02,error
229,2025-01-01 03:48:00,44.89,error
230,2025-01-01 03:49:00,30.83,ok
231,2025-01-01 03:50:00,18.28,warning
232,2025-01-01 03:51:00,34.63,error
233,2025-01-01 03:52:00,86.37,error
234,2025-01-01 03:53:00,87.82,warning
235,2025-01-01 03:54:00,20.52,ok
236,2025-01-01 03:55:00,43.62,ok
237,2025-01-01 03:56:00,16.93,ok
238,2025-01-01 03:57:00,97.11,ok
239,2025-01-01 03:58:00,13.55,error
240,2025-01-01 03:59:00,18.58,ok
241,2025-01-01 04:00:00,58.51,error
242,2025-01-01 04:01:00,41.77,ok
243,2025-01-01 04:02:00,18.28,warning
244,2025-01-01 04:03:00,76.35,warning
245,2025-01-01 04:04:00,58.82,error
246,2025-01-01 04:05:00,80.79,ok
247,2025-01-01 04:06:00,73.22,ok
248,2025-01-01 04:07:00,71.16,warning
249,2025-01-01 04:08:00,55.91,warning
250,2025-01-01 04:09:00,25.75,error
251,2025-01-01 04:10:00,78.26,warning
252,2025-01-01 04:11:00,84.3,error
253,2025-01-01 04:12:00,44.87,warning
254,2025-01-01 04:13:00,30.3,error
255,2025-01-01 04:14:00,34.81,warning
256,2025-01-01 04:15:00,91.17,warning
257,2025-01-01 04:16:00,78.6,ok
258,2025-01-01 04:17:00,94.23,ok
259,2025-01-01 04:18:00,55.44,ok
260,2025-01-01 04:19:00,47.11,error
261,2025-01-01 04:20:00,55.7,warning
262,2025-01-01 04:21:00,41.97,error
263,2025-01-01 04:22:00,27.43,ok
264,2025-01-01 04:23:00,20.32,error
265,2025-01-01 04:24:00,81.53,error
266,2025-01-01 04:25:00,68.1,error
267,2025-01-01 04:26:00,56.3,error
268,2025-01-01 04:27:00,36.56,ok
269,2025-01-01 04:28:00,26.85,warning
270,2025-01-01 04:29:00,19.22,ok
271,2025-01-01 04:30:00,79.42,warning
272,2025-01-01 04:31:00,92.16,warning
273,2025-01-01 04:32:00,51.66,warning
274,2025-01-01 04:33:00,24.06,warning
275,2025-01-01 04:34:00,38.9,ok
276,2025-01-01 04:35:00,48.55,ok
277,2025-01-01 04:36:00,95.51,warning
278,2025-01-01 04:37:00,33.11,ok
279,2025-01-01 04:38:00,23.72,error
280,2025-01-01 04:39:00,59.45,ok
281,2025-01-01 04:40:00,19.83,warning
282,2025-01-01 04:41:00,82.46,warning
283,2025-01-01 04:42:00,33.33,warning
284,2025-01-01 04:43:00,35.7,ok
285,2025-01-01 04:44:00,81.4,warning
286,2025-01-01 04:45:00,38.14,ok
287,2025-01-01 04:46:00,38.88,error
288,2025-01-01 04:47:00,18.82,ok
289,2025-01-01 04:48:00,85.17,error
290,2025-01-01 04:49:00,36.28,ok
291,2025-01-01 04:50:00,61.95,error
292,2025-01-01 04:51:00,66.35,warning
293,2025-01-01 04:52:00,73.45,ok
294,2025-01-01 04:53:00,92.7,warning
295,2025-01-01 04:54:00,39.84,error
296,2025-01-01 04:55:00,97.52,warning
297,2025-01-01 04:56:00,29.87,warning
298,2025-01-01 04:57:00,78.06,ok
299,2025-01-01 04:58:00,56.6,error
300,2025-01-01 04:59:00,83.52,warning
301,2025-01-01 05:00:00,70.32,ok
302,2025-01-01 05:01:00,11.34,warning
303,2025-01-01 05:02:00,84.45,ok
304,2025-01-01 05:03:00,73.47,warning
305,2025-01-01 05:04:00,89.93,ok
306,2025-01-01 05:05:00,84.11,warning
307,2025-01-01 05:06:00,81.36,error
308,2025-01-01 05:07:00,41.58,error
309,2025-01-01 05:08:00,75.93,ok
310,2025-01-01 05:09:00,81.23,error
311,2025-01-01 05:10:00,93.88,warning
312,2025-01-01 05:11:00,16.17,error
313,2025-01-01 05:12:00,53.13,error
314,2025-01-01 05:13:00,19.14,error
315,2025-01-01 05:14:00,69.25,warning
316,2025-01-01 05:15:00,78.49,error
317,2025-01-01 05:16:00,88.97,ok
318,2025-01-01 05:17:00,53.22,warning
319,2025-01-01 05:18:00,95.36,warning
320,2025-01-01 05:19:00,35.23,error
321,2025-01-01 05:20:00,53.42,ok
322,2025-01-01 05:21:00,59.68,error
323,2025-01-01 05:22:00,29.85,ok
324,2025-01-01 05:23:00,35.72,warning
325,2025-01-01 05:24:00,55.09,ok
326,2025-01-01 05:25:00,79.94,ok
327,2025-01-01 05:26:00,72.69,warning
328,2025-01-01 05:27:00,48.7,error
329,2025-01-01 05:28:00,72.99,warning
330,2025-01-01 05:29:00,26.18,warning
331,2025-01-01 05:30:00,64.28,error
332,2025-01-01 05:31:00,96.76,warning
333,2025-01-01 05:32:00,76.27,ok
334,2025-01-01 05:33:00,18.56,ok
335,2025-01-01 05:34:00,86.8,warning
336,2025-01-01 05:35:00,31.04,ok
337,2025-01-01 05:36:00,61.33,warning
338,2025-01-01 05:37:00,99.09,error
339,2025-01-01 05:38:00,69.3,error
340,2025-01-01 05:39:00,33.31,warning
341,2025-01-01 05:40:00,72.91,ok
342,2025-01-01 05:41:00,90.07,ok
343,2025-01-01 05:42:00,88.04,error
344,2025-01-01 05:43:00,78.95,error
345,2025-01-01 05:44:00,47.87,ok
346,2025-01-01 05:45:00,36.82,warning
347,2025-01-01 05:46:00,60.99,warning
348,2025-01-01 05:47:00,12.91,error
349,2025-01-01 05:48:00,52.49,warning
350,2025-01-01 05:49:00,72.2,error
351,2025-01-01 05:50:00,59.82,ok
352,2025-01-01 05:51:00,95.66,warning
353,2025-01-01 05:52:00,30.97,ok
354,2025-01-01 05:53:00,91.5,warning
355,2025-01-01 05:54:00,72.84,warning
356,2025-01-01 05:55:00,74.03,warning
357,2025-01-01 05:56:00,22.77,error
358,2025-01-01 05:57:00,13.19,ok
359,2025-01-01 05:58:00,11.04,warning
360,2025-01-01 05:59:00,88.01,error
361,2025-01-01 06:00:00,10.4,error
362,2025-01-01 06:01:00,79.83,warning
363,2025-01-01 06:02:00,49.82,error
364,2025-01-01 06:03:00,69.9,ok
365,2025-01-01 06:04:00,96.45,error
366,2025-01-01 06:05:00,60.62,ok
367,2025-01-01 06:06:00,47.52,warning
368,2025-01-01 06:07:00,87.58,warning
369,2025-01-01 06:08:00,25.75,ok
370,2025-01-01 06:09:00,25.76,ok
371,2025-01-01 06:10:00,48.25,error
372,2025-01-01 06:11:00,10.95,error
373,2025-01-01 06:12:00,17.12,ok
374,2025-01-01 06:13:00,19.08,warning
375,2025-01-01 06:14:00,52.03,error
376,2025-01-01 06:15:00,90.59,warning
377,2025-01-01 06:16:00,72.54,warning
378,2025-01-01 06:17:00,60.3,warning
379,2025-01-01 06:18:00,50.29,error
380,2025-01-01 06:19:00,45.91,error
381,2025-01-01 06:20:00,57.44,error
382,2025-01-01 06:21:00,75.53,ok
383,2025-01-01 06:22:00,40.62,ok
384,2025-01-01 06:23:00,74.88,ok
385,2025-01-01 06:24:00,85.86,error
386,2025-01-01 06:25:00,74.97,error
387,2025-01-01 06:26:00,44.84,error
388,2025-01-01 06:27:00,75.58,ok
389,2025-01-01 06:28:00,81.3,warning
390,2025-01-01 06:29:00,90.34,ok
391,2025-01-01 06:30:00,80.5,warning
392,2025-01-01 06:31:00,20.35,warning
393,2025-01-01 06:32:00,69.97,ok
394,2025-01-01 06:33:00,95.54,error
395,2025-01-01 06:34:00,27.97,ok
396,2025-01-01 06:35:00,95.3,error
397,2025-01-01 06:36:00,55.44,warning
398,2025-01-01 06:37:00,71.72,warning
399,2025-01-01 06:38:00,74.51,error
400,2025-01-01 06:39:00,20.64,ok
401,2025-01-01 06:40:00,77.69,ok
402,2025-01-01 06:41:00,11.26,ok
403,2025-01-01 06:42:00,43.31,ok
404,2025-01-01 06:43:00,27.93,ok
405,2025-01-01 06:44:00,23.68,ok
406,2025-01-01 06:45:00,74.26,warning
407,2025-01-01 06:46:00,41.73,warning
408,2025-01-01 06:47:00,95.55,warning
409,2025-01-01 06:48:00,64.34,error
410,2025-01-01 06:49:00,89.63,ok
411,2025-01-01 06:50:00,34.89,error
412,2025-01-01 06:51:00,58.16,warning
413,2025-01-01 06:52:00,73.6,warning
414,2025-01-01 06:53:00,89.16,ok
415,2025-01-01 06:54:00,58.28,warning
416,2025-01-01 06:55:00,46.93,ok
417,2025-01-01 06:56:00,62.98,error
418,2025-01-01 06:57:00,35.23,ok
419,2025-01-01 06:58:00,11.98,ok
420,2025-01-01 06:59:00,90.7,error
421,2025-01-01 07:00:00,43.73,warning
422,2025-01-01 07:01:00,31.49,error
423,2025-01-01 07:02:00,34.41,error
424,2025-01-01 07:03:00,77.36,warning
425,2025-01-01 07:04:00,23.23,warning
426,2025-01-01 07:05:00,16.3,ok
427,2025-01-01 07:06:00,36.08,ok
428,2025-01-01 07:07:00,56.2,error
429,2025-01-01 07:08:00,65.66,error
430,2025-01-01 07:09:00,11.87,warning
431,2025-01-01 07:10:00,50.83,ok
432,2025-01-01 07:11:00,68.54,error
433,2025-01-01 07:12:00,39.87,warning
434,2025-01-01 07:13:00,64.77,warning
435,2025-01-01 07:14:00,93.07,warning
436,2025-01-01 07:15:00,76.46,error
437,2025-01-01 07:16:00,53.78,warning
438,2025-01-01 07:17:00,72.69,ok
439,2025-01-01 07:18:00,69.94,error
440,2025-01-01 07:19:00,86.48,ok
441,2025-01-01 07:20:00,96.5,error
442,2025-01-01 07:21:00,62.03,error
443,2025-01-01 07:22:00,41.92,warning
444,2025-01-01 07:23:00,35.94,warning
445,2025-01-01 07:24:00,15.54,warning
446,2025-01-01 07:25:00,73.76,ok
447,2025-01-01 07:26:00,71.97,warning
448,2025-01-01 07:27:00,61.42,error
449,2025-01-01 07:28:00,96.78,error
450,2025-01-01 07:29:00,77.64,ok
451,2025-01-01 07:30:00,72.53,ok
452,2025-01-01 07:31:00,65.85,error
453,2025-01-01 07:32:00,85.22,ok
454,2025-01-01 07:33:00,74.12,warning
455,2025-01-01 07:34:00,41.38,ok
456,2025-01-01 07:35:00,65.93,warning
457,2025-01-01 07:36:00,13.52,warning
458,2025-01-01 07:37:00,83.25,warning
459,2025-01-01 07:38:00,94.51,warning
460,2025-01-01 07:39:00,25.49,warning
461,2025-01-01 07:40:00,77.97,error
462,2025-01-01 07:41:00,91.98,warning
463,2025-01-01 07:42:00,59.05,warning
464,2025-01-01 07:43:00,87.11,ok
465,2025-01-01 07:44:00,86.04,warning
466,2025-01-01 07:45:00,83.8,ok
467,2025-01-01 07:46:00,55.29,error
468,2025-01-01 07:47:00,37.91,ok
469,2025-01-01 07:48:00,56.04,ok
470,2025-01-01 07:49:00,49.5,ok
471,2025-01-01 07:50:00,84.77,ok
472,2025-01-01 07:51:00,22.26,error
473,2025-01-01 07:52:00,19.38,error
474,2025-01-01 07:53:00,41.24,ok
475,2025-01-01 07:54:00,38.97,warning
476,2025-01-01 07:55:00,11.86,warning
477,2025-01-01 07:56:00,32.79,error
478,2025-01-01 07:57:00,55.53,ok
479,2025-01-01 07:58:00,23.12,ok
480,2025-01-01 07:59:00,49.71,error
481,2025-01-01 08:00:00,89.63,warning
482,2025-01-01 08:01:00,79.54,warning
483,2025-01-01 08:02:00,23.93,error
484,2025-01-01 08:03:00,58.76,warning
485,2025-01-01 08:04:00,87.78,error
486,2025-01-01 08:05:00,38.09,error
487,2025-01-01 08:06:00,50.06,ok
488,2025-01-01 08:07:00,99.45,warning
489,2025-01-01 08:08:00,38.6,error
490,2025-01-01 08:09:00,79.84,ok
491,2025-01-01 08:10:00,49.89,ok
492,2025-01-01 08:11:00,16.01,error
493,2025-01-01 08:12:00,38.6,warning
494,2025-01-01 08:13:00,67.19,warning
495,2025-01-01 08:14:00,19.47,warning
496,2025-01-01 08:15:00,66.83,warning
497,2025-01-01 08:16:00,32.21,error
498,2025-01-01 08:17:00,19.2,ok
499,2025-01-01 08:18:00,83.86,warning
500,2025-01-01 08:19:00,38.6,error
501,2025-01-01 08:20:00,55.75,error
502,2025-01-01 08:21:00,43.88,warning
503,2025-01-01 08:22:00,78.12,warning
504,2025-01-01 08:23:00,76.79,warning
505,2025-01-01 08:24:00,23.98,ok
506,2025-01-01 08:25:00,53.6,warning
507,2025-01-01 08:26:00,88.43,error
508,2025-01-01 08:27:00,42.45,ok
509,2025-01-01 08:28:00,41.8,error
510,2025-01-01 08:29:00,94.55,warning
511,2025-01-01 08:30:00,33.51,error
512,2025-01-01 08:31:00,97.35,error
513,2025-01-01 08:32:00,33.43,warning
514,2025-01-01 08:33:00,84.03,ok
515,2025-01-01 08:34:00,55.65,ok
516,2025-01-01 08:35:00,36.6,error
517,2025-01-01 08:36:00,99.7,error
518,2025-01-01 08:37:00,23.28,warning
519,2025-01-01 08:38:00,77.44,warning
520,2025-01-01 08:39:00,67.44,warning
521,2025-01-01 08:40:00,45.0,error
522,2025-01-01 08:41:00,94.55,warning
523,2025-01-01 08:42:00,36.72,ok
524,2025-01-01 08:43:00,24.76,warning
525,2025-01-01 08:44:00,45.54,warning
526,2025-01-01 08:45:00,81.65,error
527,2025-01-01 08:46:00,97.02,error
528,2025-01-01 08:47:00,96.74,error
529,2025-01-01 08:48:00,77.7,ok
530,2025-01-01 08:49:00,47.09,warning
531,2025-01-01 08:50:00,94.14,warning
532,2025-01-01 08:51:00,52.72,warning
533,2025-01-01 08:52:00,38.39,warning
534,2025-01-01 08:53:00,82.98,warning
535,2025-01-01 08:54:00,73.32,error
536,2025-01-01 08:55:00,50.71,warning
537,2025-01-01 08:56:00,64.37,warning
538,2025-01-01 08:57:00,81.92,error
539,2025-01-01 08:58:00,37.57,warning
540,2025-01-01 08:59:00,98.6,error
541,2025-01-01 09:00:00,93.74,error
542,2025-01-01 09:01:00,24.33,warning
543,2025-01-01 09:02:00,41.79,error
544,2025-01-01 09:03:00,19.79,error
545,2025-01-01 09:04:00,39.74,error
546,2025-01-01 09:05:00,37.09,warning
547,2025-01-01 09:06:00,67.77,warning
548,2025-01-01 09:07:00,12.33,warning
549,2025-01-01 09:08:00,92.44,error
550,2025-01-01 09:09:00,70.1,warning
551,2025-01-01 09:10:00,76.06,ok
552,2025-01-01 09:11:00,99.22,error
553,2025-01-01 09:12:00,19.38,warning
554,2025-01-01 09:13:00,31.9,ok
555,2025-01-01 09:14:00,91.61,ok
556,2025-01-01 09:15:00,60.0,error
557,2025-01-01 09:16:00,75.37,ok
558,2025-01-01 09:17:00,55.48,warning
559,2025-01-01 09:18:00,14.2,ok
560,2025-01-01 09:19:00,99.35,warning
561,2025-01-01 09:20:00,45.8,warning
562,2025-01-01 09:21:00,13.17,error
563,2025-01-01 09:22:00,28.87,error
564,2025-01-01 09:23:00,28.44,error
565,2025-01-01 09:24:00,58.33,error
566,2025-01-01 09:25:00,66.78,ok
567,2025-01-01 09:26:00,30.79,ok
568,2025-01-01 09:27:00,27.44,error
569,2025-01-01 09:28:00,65.71,error
570,2025-01-01 09:29:00,83.25,warning
571,2025-01-01 09:30:00,98.37,error
572,2025-01-01 09:31:00,60.19,error
573,2025-01-01 09:32:00,78.54,error
574,2025-01-01 09:33:00,19.93,ok
575,2025-01-01 09:34:00,79.59,ok
576,2025-01-01 09:35:00,90.73,ok
577,2025-01-01 09:36:00,12.39,error
578,2025-01-01 09:37:00,26.56,error
579,2025-01-01 09:38:00,63.9,error
580,2025-01-01 09:39:00,36.0,warning
581,2025-01-01 09:40:00,78.18,ok
582,2025-01-01 09:41:00,24.36,ok
583,2025-01-01 09:42:00,93.72,ok
584,2025-01-01 09:43:00,80.48,ok
585,2025-01-01 09:44:00,50.1,warning
586,2025-01-01 09:45:00,75.6,error
587,2025-01-01 09:46:00,47.96,ok
588,2025-01-01 09:47:00,75.84,error
589,2025-01-01 09:48:00,61.82,warning
590,2025-01-01 09:49:00,83.21,warning
591,2025-01-01 09:50:00,62.64,ok
592,2025-01-01 09:51:00,39.01,warning
593,2025-01-01 09:52:00,88.64,ok
594,2025-01-01 09:53:00,81.19,warning
595,2025-01-01 09:54:00,37.44,warning
596,2025-01-01 09:55:00,42.76,warning
597,2025-01-01 09:56:00,56.6,warning
598,2025-01-01 09:57:00,45.34,ok
599,2025-01-01 09:58:00,87.93,warning
600,2025-01-01 09:59:00,85.33,warning
601,2025-01-01 10:00:00,43.37,ok
602,2025-01-01 10:01:00,97.84,warning
603,2025-01-01 10:02:00,37.69,ok
604,2025-01-01 10:03:00,31.9,error
605,2025-01-01 10:04:00,76.12,error
606,2025-01-01 10:05:00,81.94,error
607,2025-01-01 10:06:00,40.12,warning
608,2025-01-01 10:07:00,73.69,ok
609,2025-01-01 10:08:00,74.37,ok
610,2025-01-01 10:09:00,69.71,ok
611,2025-01-01 10:10:00,100.0,warning
612,2025-01-01 10:11:00,78.16,warning
613,2025-01-01 10:12:00,14.85,error
614,2025-01-01 10:13:00,70.22,ok
615,2025-01-01 10:14:00,51.7,warning
616,2025-01-01 10:15:00,71.25,warning
617,2025-01-01 10:16:00,62.53,ok
618,2025-01-01 10:17:00,83.12,error
619,2025-01-01 10:18:00,31.11,warning
620,2025-01-01 10:19:00,49.12,warning
621,2025-01-01 10:20:00,98.06,ok
622,2025-01-01 10:21:00,13.44,error
623,2025-01-01 10:22:00,55.06,error
624,2025-01-01 10:23:00,17.77,error
625,2025-01-01 10:24:00,32.36,ok
626,2025-01-01 10:25:00,31.94,ok
627,2025-01-01 10:26:00,42.32,ok
628,2025-01-01 10:27:00,93.33,ok
629,2025-01-01 10:28:00,39.45,warning
630,2025-01-01 10:29:00,65.09,warning
631,2025-01-01 10:30:00,32.64,warning
632,2025-01-01 10:31:00,45.79,warning
633,2025-01-01 10:32:00,34.09,error
634,2025-01-01 10:33:00,27.99,warning
635,2025-01-01 10:34:00,64.04,warning
636,2025-01-01 10:35:00,91.6,warning
637,2025-01-01 10:36:00,72.05,error
638,2025-01-01 10:37:00,51.92,error
639,2025-01-01 10:38:00,51.56,ok
640,2025-01-01 10:39:00,38.25,warning
641,2025-01-01 10:40:00,34.84,ok
642,2025-01-01 10:41:00,57.07,ok
643,2025-01-01 10:42:00,12.95,ok
644,2025-01-01 10:43:00,51.31,warning
